non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs,first_quart,median,third_quart,perc_90
3520,393,188.703628540039,828.642700195312,639.939071655273,620.087898709557,620.087898709557,237.187742623131,56258.0252506568,38.2506646423409,2182709.40345764,2182709.40345764,719.293,747.807,755.785,764.047
