fid,DN,1
"1","-38221",8.37918186187744
"2","-35240",8.37918186187744
"3","-27780",8.7068920135498
"4","-26926",8.7068920135498
"5","-25009",8.7068920135498
"6","-20667",8.40532112121582
"7","-23396",8.40532112121582
"8","-20824",8.40532112121582
"9","-12158",8.21593856811523
"10","-4041",8.21593856811523
"11","7319",8.21593856811523
"12","8585",8.19520568847656
"13","3091",8.19520568847656
"14","20519",8.19520568847656
"15","36400",8.32235622406006
"16","30012",8.32235622406006
"17","16594",8.32235622406006
"18","21010",8.6103572845459
"19","28854",8.6103572845459
"20","-32796",8.37918186187744
"21","-30247",8.37918186187744
"22","-10920",8.7068920135498
"23","-12841",8.7068920135498
"24","-15792",8.7068920135498
"25","-8220",8.40532112121582
"26","-14737",8.40532112121582
"27","-15785",8.40532112121582
"28","-4003",8.21593856811523
"29","2704",8.21593856811523
"30","12019",8.21593856811523
"31","14374",8.19520568847656
"32","11025",8.19520568847656
"33","19994",8.19520568847656
"34","39653",8.32235622406006
"35","52156",8.32235622406006
"36","23308",8.32235622406006
"37","24871",8.6103572845459
"38","29447",8.6103572845459
"39","-23648",8.37918186187744
"40","-30385",8.37918186187744
"41","-16874",8.7068920135498
"42","-8287",8.7068920135498
"43","-496",8.7068920135498
"44","-2681",8.40532112121582
"45","-17281",8.40532112121582
"46","-12467",8.40532112121582
"47","-530",8.21593856811523
"48","-308",8.21593856811523
"49","14749",8.21593856811523
"50","24862",8.19520568847656
"51","18853",8.19520568847656
"52","26004",8.19520568847656
"53","43138",8.32235622406006
"54","34651",8.32235622406006
"55","45842",8.32235622406006
"56","45748",8.6103572845459
"57","35812",8.6103572845459
"58","-21870",8.39090347290039
"59","-25134",8.39090347290039
"60","-17235",8.47168827056885
"61","-6055",8.47168827056885
"62","3994",8.47168827056885
"63","-1672",8.34614944458008
"64","-10065",8.34614944458008
"65","152",8.34614944458008
"66","5678",8.2655668258667
"67","11140",8.2655668258667
"68","12895",8.2655668258667
"69","36172",8.22942924499512
"70","29776",8.22942924499512
"71","36970",8.22942924499512
"72","49899",8.258056640625
"73","53630",8.258056640625
"74","61196",8.258056640625
"75","121907",8.36449337005615
"76","59089",8.36449337005615
"77","-25352",8.39090347290039
"78","-17283",8.39090347290039
"79","-12478",8.47168827056885
"80","-18002",8.47168827056885
"81","4956",8.47168827056885
"82","5807",8.34614944458008
"83","-4809",8.34614944458008
"84","160",8.34614944458008
"85","9196",8.2655668258667
"86","12829",8.2655668258667
"87","29360",8.2655668258667
"88","40279",8.22942924499512
"89","37785",8.22942924499512
"90","48990",8.22942924499512
"91","60064",8.258056640625
"92","56044",8.258056640625
"93","52026",8.258056640625
"94","104098",8.36449337005615
"95","105721",8.36449337005615
"96","-18000",8.39090347290039
"97","-14958",8.39090347290039
"98","145",8.47168827056885
"99","2930",8.47168827056885
"100","1152",8.47168827056885
"101","18072",8.34614944458008
"102","6967",8.34614944458008
"103","-323",8.34614944458008
"104","8070",8.2655668258667
"105","18929",8.2655668258667
"106","36648",8.2655668258667
"107","54703",8.22942924499512
"108","45030",8.22942924499512
"109","50079",8.22942924499512
"110","61962",8.258056640625
"111","76027",8.258056640625
"112","71829",8.258056640625
"113","89399",8.36449337005615
"114","85988",8.36449337005615
"115","-5945",8.35217475891113
"116","-21578",8.35217475891113
"117","-10000",8.34729862213135
"118","4099",8.34729862213135
"119","14986",8.34729862213135
"120","16015",8.32659435272217
"121","19925",8.32659435272217
"122","6173",8.32659435272217
"123","15681",8.32532978057861
"124","18063",8.32532978057861
"125","27417",8.32532978057861
"126","36245",8.43779373168945
"127","65137",8.43779373168945
"128","63048",8.43779373168945
"129","64015",8.48112201690674
"130","84861",8.48112201690674
"131","78811",8.48112201690674
"132","84000",8.33127498626709
"133","82000",8.33127498626709
"134","1928",8.35217475891113
"135","-3582",8.35217475891113
"136","3206",8.34729862213135
"137","3266",8.34729862213135
"138","20990",8.34729862213135
"139","31047",8.32659435272217
"140","24017",8.32659435272217
"141","12365",8.32659435272217
