fid,DN,1
"1","-38221",5.54184532165527
"2","-35240",5.54184532165527
"3","-27780",5.70983028411865
"4","-26926",5.70983028411865
"5","-25009",5.70983028411865
"6","-20667",5.52939033508301
"7","-23396",5.52939033508301
"8","-20824",5.52939033508301
"9","-12158",5.43244218826294
"10","-4041",5.43244218826294
"11","7319",5.43244218826294
"12","8585",5.38873672485352
"13","3091",5.38873672485352
"14","20519",5.38873672485352
"15","36400",5.43309640884399
"16","30012",5.43309640884399
"17","16594",5.43309640884399
"18","21010",5.58627891540527
"19","28854",5.58627891540527
"20","-32796",5.54184532165527
"21","-30247",5.54184532165527
"22","-10920",5.70983028411865
"23","-12841",5.70983028411865
"24","-15792",5.70983028411865
"25","-8220",5.52939033508301
"26","-14737",5.52939033508301
"27","-15785",5.52939033508301
"28","-4003",5.43244218826294
"29","2704",5.43244218826294
"30","12019",5.43244218826294
"31","14374",5.38873672485352
"32","11025",5.38873672485352
"33","19994",5.38873672485352
"34","39653",5.43309640884399
"35","52156",5.43309640884399
"36","23308",5.43309640884399
"37","24871",5.58627891540527
"38","29447",5.58627891540527
"39","-23648",5.54184532165527
"40","-30385",5.54184532165527
"41","-16874",5.70983028411865
"42","-8287",5.70983028411865
"43","-496",5.70983028411865
"44","-2681",5.52939033508301
"45","-17281",5.52939033508301
"46","-12467",5.52939033508301
"47","-530",5.43244218826294
"48","-308",5.43244218826294
"49","14749",5.43244218826294
"50","24862",5.38873672485352
"51","18853",5.38873672485352
"52","26004",5.38873672485352
"53","43138",5.43309640884399
"54","34651",5.43309640884399
"55","45842",5.43309640884399
"56","45748",5.58627891540527
"57","35812",5.58627891540527
"58","-21870",5.51826477050781
"59","-25134",5.51826477050781
"60","-17235",5.5426983833313
"61","-6055",5.5426983833313
"62","3994",5.5426983833313
"63","-1672",5.49574327468872
"64","-10065",5.49574327468872
"65","152",5.49574327468872
"66","5678",5.46417617797852
"67","11140",5.46417617797852
"68","12895",5.46417617797852
"69","36172",5.38603115081787
"70","29776",5.38603115081787
"71","36970",5.38603115081787
"72","49899",5.38466644287109
"73","53630",5.38466644287109
"74","61196",5.38466644287109
"75","121907",5.45900821685791
"76","59089",5.45900821685791
"77","-25352",5.51826477050781
"78","-17283",5.51826477050781
"79","-12478",5.5426983833313
"80","-18002",5.5426983833313
"81","4956",5.5426983833313
"82","5807",5.49574327468872
"83","-4809",5.49574327468872
"84","160",5.49574327468872
"85","9196",5.46417617797852
"86","12829",5.46417617797852
"87","29360",5.46417617797852
"88","40279",5.38603115081787
"89","37785",5.38603115081787
"90","48990",5.38603115081787
"91","60064",5.38466644287109
"92","56044",5.38466644287109
"93","52026",5.38466644287109
"94","104098",5.45900821685791
"95","105721",5.45900821685791
