fid,DN,1
"1","-38221",5.53121089935303
"2","-35240",5.53121089935303
"3","-27780",5.47305107116699
"4","-26926",5.47305107116699
"5","-25009",5.47305107116699
"6","-20667",5.33603096008301
"7","-23396",5.33603096008301
"8","-20824",5.33603096008301
"9","-12158",5.30271577835083
"10","-4041",5.30271577835083
"11","7319",5.30271577835083
"12","8585",5.2430272102356
"13","3091",5.2430272102356
"14","20519",5.2430272102356
"15","36400",5.17548179626465
"16","30012",5.17548179626465
"17","16594",5.17548179626465
"18","21010",5.14634466171265
"19","28854",5.14634466171265
"20","-32796",5.53121089935303
"21","-30247",5.53121089935303
"22","-10920",5.47305107116699
"23","-12841",5.47305107116699
"24","-15792",5.47305107116699
"25","-8220",5.33603096008301
"26","-14737",5.33603096008301
"27","-15785",5.33603096008301
"28","-4003",5.30271577835083
"29","2704",5.30271577835083
"30","12019",5.30271577835083
"31","14374",5.2430272102356
"32","11025",5.2430272102356
"33","19994",5.2430272102356
"34","39653",5.17548179626465
"35","52156",5.17548179626465
"36","23308",5.17548179626465
"37","24871",5.14634466171265
"38","29447",5.14634466171265
"39","-23648",5.53121089935303
"40","-30385",5.53121089935303
"41","-16874",5.47305107116699
"42","-8287",5.47305107116699
"43","-496",5.47305107116699
"44","-2681",5.33603096008301
"45","-17281",5.33603096008301
"46","-12467",5.33603096008301
"47","-530",5.30271577835083
"48","-308",5.30271577835083
"49","14749",5.30271577835083
"50","24862",5.2430272102356
"51","18853",5.2430272102356
"52","26004",5.2430272102356
"53","43138",5.17548179626465
"54","34651",5.17548179626465
"55","45842",5.17548179626465
"56","45748",5.14634466171265
"57","35812",5.14634466171265
"58","-21870",5.33954811096191
"59","-25134",5.33954811096191
"60","-17235",5.28221321105957
"61","-6055",5.28221321105957
"62","3994",5.28221321105957
"63","-1672",5.24787473678589
"64","-10065",5.24787473678589
"65","152",5.24787473678589
"66","5678",5.27573108673096
"67","11140",5.27573108673096
"68","12895",5.27573108673096
"69","36172",5.25075483322144
"70","29776",5.25075483322144
"71","36970",5.25075483322144
"72","49899",5.18181800842285
"73","53630",5.18181800842285
"74","61196",5.18181800842285
"75","121907",5.10752964019775
"76","59089",5.10752964019775
"77","-25352",5.33954811096191
"78","-17283",5.33954811096191
"79","-12478",5.28221321105957
"80","-18002",5.28221321105957
"81","4956",5.28221321105957
"82","5807",5.24787473678589
"83","-4809",5.24787473678589
"84","160",5.24787473678589
"85","9196",5.27573108673096
"86","12829",5.27573108673096
"87","29360",5.27573108673096
"88","40279",5.25075483322144
"89","37785",5.25075483322144
"90","48990",5.25075483322144
"91","60064",5.18181800842285
"92","56044",5.18181800842285
"93","52026",5.18181800842285
"94","104098",5.10752964019775
"95","105721",5.10752964019775
"96","-18000",5.33954811096191
"97","-14958",5.33954811096191
"98","145",5.28221321105957
"99","2930",5.28221321105957
"100","1152",5.28221321105957
"101","18072",5.24787473678589
"102","6967",5.24787473678589
"103","-323",5.24787473678589
"104","8070",5.27573108673096
"105","18929",5.27573108673096
"106","36648",5.27573108673096
"107","54703",5.25075483322144
"108","45030",5.25075483322144
"109","50079",5.25075483322144
"110","61962",5.18181800842285
"111","76027",5.18181800842285
"112","71829",5.18181800842285
"113","89399",5.10752964019775
"114","85988",5.10752964019775
"115","-5945",5.22091245651245
"116","-21578",5.22091245651245
"117","-10000",5.22210693359375
"118","4099",5.22210693359375
"119","14986",5.22210693359375
"120","16015",5.27005577087402
"121","19925",5.27005577087402
"122","6173",5.27005577087402
"123","15681",5.28936433792114
"124","18063",5.28936433792114
"125","27417",5.28936433792114
"126","36245",5.33754825592041
"127","65137",5.33754825592041
"128","63048",5.33754825592041
"129","64015",5.28113126754761
"130","84861",5.28113126754761
"131","78811",5.28113126754761
"132","84000",5.18589162826538
"133","82000",5.18589162826538
"134","1928",5.22091245651245
"135","-3582",5.22091245651245
"136","3206",5.22210693359375
"137","3266",5.22210693359375
"138","20990",5.22210693359375
"139","31047",5.27005577087402
"140","24017",5.27005577087402
"141","12365",5.27005577087402
"142","23556",5.28936433792114
"143","30282",5.28936433792114
"144","23800",5.28936433792114
"145","38340",5.33754825592041
"146","53822",5.33754825592041
"147","67949",5.33754825592041
"148","80014",5.28113126754761
"149","72098",5.28113126754761
"150","90809",5.28113126754761
"151","95533",5.18589162826538
"152","90513",5.18589162826538
"153","14395",5.19533014297485
"154","1000",5.19533014297485
"155","2397",5.21997404098511
"156","20045",5.21997404098511
"157","18084",5.21997404098511
"158","29898",5.2776026725769
"159","46009",5.2776026725769
"160","23156",5.2776026725769
"161","23033",5.34773206710815
"162","28899",5.34773206710815
"163","45276",5.34773206710815
"164","38140",5.49091625213623
"165","53954",5.49091625213623
"166","60214",5.49091625213623
"167","81205",5.41333627700806
"168","89040",5.41333627700806
"169","102063",5.41333627700806
"170","100387",5.24443387985229
"171","101727",5.24443387985229
"172","16220",5.19533014297485
"173","12814",5.19533014297485
"174","2884",5.21997404098511
"175","3001",5.21997404098511
"176","25008",5.21997404098511
"177","44003",5.2776026725769
"178","50825",5.2776026725769
"179","36973",5.2776026725769
"180","32985",5.34773206710815
"181","38410",5.34773206710815
"182","46884",5.34773206710815
"183","55004",5.49091625213623
"184","70959",5.49091625213623
"185","51685",5.49091625213623
"186","72242",5.41333627700806
"187","88327",5.41333627700806
"188","106317",5.41333627700806
"189","111104",5.24443387985229
"190","144157",5.24443387985229
"191","16914",5.19533014297485
"192","20721",5.19533014297485
"193","11442",5.21997404098511
"194","22111",5.21997404098511
"195","25258",5.21997404098511
"196","36023",5.2776026725769
"197","50315",5.2776026725769
"198","45542",5.2776026725769
"199","39635",5.34773206710815
"200","56024",5.34773206710815
"201","45135",5.34773206710815
"202","66532",5.49091625213623
"203","77925",5.49091625213623
"204","63337",5.49091625213623
"205","67053",5.41333627700806
"206","84258",5.41333627700806
"207","101927",5.41333627700806
"208","117952",5.24443387985229
"209","120353",5.24443387985229
"210","32411",5.19737243652344
"211","31681",5.19737243652344
"212","21377",5.19971132278442
"213","31412",5.19971132278442
"214","30000",5.19971132278442
"215","44401",5.24611282348633
"216","52665",5.24611282348633
"217","53360",5.24611282348633
"218","49547",5.29001235961914
"219","63872",5.29001235961914
"220","54120",5.29001235961914
"221","62378",5.316077709198
"222","90243",5.316077709198
"223","86857",5.316077709198
"224","91965",5.28868341445923
"225","94034",5.28868341445923
"226","99773",5.28868341445923
"227","117814",5.17212629318237
"228","126242",5.17212629318237
"229","44364",5.19737243652344
"230","35167",5.19737243652344
"231","32297",5.19971132278442
"232","37466",5.19971132278442
"233","49978",5.19971132278442
"234","45039",5.24611282348633
"235","59816",5.24611282348633
"236","60905",5.24611282348633
"237","73026",5.29001235961914
"238","68563",5.29001235961914
"239","65291",5.29001235961914
"240","85545",5.316077709198
"241","83456",5.316077709198
"242","97829",5.316077709198
"243","88499",5.28868341445923
"244","95880",5.28868341445923
"245","121301",5.28868341445923
"246","130063",5.17212629318237
"247","137066",5.17212629318237
