fid,DN,1
"1","-38221",8.3625659942627
"2","-35240",8.36261367797852
"3","-27780",8.36266231536865
"4","-26926",8.36286163330078
"5","-25009",8.3632116317749
"6","-20667",8.36356258392334
"7","-23396",8.36351108551025
"8","-20824",8.36305713653564
"9","-12158",8.36260414123535
"10","-4041",8.35961723327637
"11","7319",8.35409736633301
"12","8585",8.34857749938965
"13","3091",8.33618068695068
"14","20519",8.31690692901611
"15","36400",8.29763221740723
"16","30012",8.27970790863037
"17","16594",8.26313400268555
"18","21010",8.24656009674072
"19","28854",8.23647117614746
"20","-32796",8.3632230758667
"21","-30247",8.36356258392334
"22","-10920",8.36390209197998
"23","-12841",8.36461639404297
"24","-15792",8.3657054901123
"25","-8220",8.36679458618164
"26","-14737",8.36788463592529
"27","-15785",8.36897754669189
"28","-4003",8.3700704574585
"29","2704",8.368727684021
"30","12019",8.36494922637939
"31","14374",8.36117076873779
"32","11025",8.34643077850342
"33","19994",8.32072830200195
"34","39653",8.2950267791748
"35","52156",8.27157211303711
"36","23308",8.25036525726318
"37","24871",8.22915935516357
"38","29447",8.21744918823242
"39","-23648",8.36365985870361
"40","-30385",8.36429405212402
"41","-16874",8.36492824554443
"42","-8287",8.36625003814697
"43","-496",8.36826038360596
"44","-2681",8.37026977539062
"45","-17281",8.37297534942627
"46","-12467",8.37637805938721
"47","-530",8.37977981567383
"48","-308",8.38128089904785
"49","14749",8.38088035583496
"50","24862",8.38047981262207
"51","18853",8.36271476745605
"52","26004",8.3275842666626
"53","43138",8.29245376586914
"54","34651",8.26104545593262
"55","45842",8.23335933685303
"56","45748",8.20567417144775
"57","35812",8.19204139709473
"58","-21870",8.36409664154053
"59","-25134",8.36502552032471
"60","-17235",8.3659553527832
"61","-6055",8.36788463592529
"62","3994",8.37081527709961
"63","-1672",8.37374591827393
"64","-10065",8.37806606292725
"65","152",8.3837776184082
"66","5678",8.38948917388916
"67","11140",8.39383316040039
"68","12895",8.39681148529053
"69","36172",8.39978885650635
"70","29776",8.37899780273438
"71","36970",8.33443927764893
"72","49899",8.28988075256348
"73","53630",8.25051879882812
"74","61196",8.21635341644287
"75","121907",8.18218803405762
"76","59089",8.16663265228271
"77","-25352",8.36389636993408
"78","-17283",8.36492538452148
