obs,Day,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247
1,2,11.5,9.22238349914551,9.1463737487793,9.07036399841309,9.07291316986084,9.15402030944824,9.23512840270996,9.26649856567383,9.24813270568848,9.22976589202881,9.22750282287598,9.24134159088135,9.29448890686035,9.29448890686035,9.29448890686035,9.28127193450928,9.28127193450928,9.28127193450928,9.54534912109375,9.54534912109375,9.32039356231689,9.29719543457031,9.27399635314941,9.29197883605957,9.35114288330078,9.41030597686768,9.40140819549561,9.32445049285889,9.24749183654785,9.22110176086426,9.24527835845947,9.29448890686035,9.29448890686035,9.29448890686035,9.28127193450928,9.28127193450928,9.28127193450928,9.54534912109375,9.54534912109375,9.51809215545654,9.62667179107666,9.73525238037109,9.78847217559814,9.78633213043213,9.78419208526611,9.69924068450928,9.53147602081299,9.36371231079102,9.3234395980835,9.41065692901611,9.29448890686035,9.29448890686035,9.29448890686035,9.28127193450928,9.28127193450928,9.28127193450928,9.54534912109375,9.54534912109375,9.71578979492188,9.95614910125732,10.1715574264526,10.1715574264526,10.1715574264526,10.1580791473389,9.99707221984863,9.73850250244141,9.47993183135986,9.42577648162842,9.57603549957275,9.80838108062744,9.80838108062744,9.80838108062744,9.36804485321045,9.36804485321045,9.36804485321045,9.25747394561768,9.25747394561768,9.70386791229248,9.96174716949463,10.1715574264526,10.1715574264526,10.1715574264526,10.1355772018433,9.96981048583984,9.72347259521484,9.47713470458984,9.45037746429443,9.6431999206543,9.80838108062744,9.80838108062744,9.80838108062744,9.36804485321045,9.36804485321045,9.36804485321045,9.25747394561768,9.25747394561768,9.48232364654541,9.64346790313721,10.1715574264526,10.1715574264526,10.1715574264526,9.71668720245361,9.61745452880859,9.48638725280762,9.35531902313232,9.39724063873291,9.61215019226074,9.80838108062744,9.80838108062744,9.80838108062744,9.36804485321045,9.36804485321045,9.36804485321045,9.25747394561768,9.25747394561768,9.23627948760986,9.23627948760986,9.19187545776367,9.19187545776367,9.19187545776367,9.29779815673828,9.26509857177734,9.24930191040039,9.23350429534912,9.34410381317139,9.58110046386719,9.81809711456299,9.84815502166748,9.67127323150635,9.41160869598389,9.41160869598389,9.41160869598389,9.19730758666992,9.19730758666992,9.23627948760986,9.23627948760986,9.19187545776367,9.19187545776367,9.19187545776367,9.06308650970459,9.07368278503418,9.10198402404785,9.13028621673584,9.27985191345215,9.55068206787109,9.82151222229004,9.87444496154785,9.7094783782959,9.41160869598389,9.41160869598389,9.41160869598389,9.19730758666992,9.19730758666992,8.57207202911377,8.57207202911377,8.70220756530762,8.70220756530762,8.70220756530762,9.01102066040039,9.01102066040039,9.01102066040039,9.04566478729248,9.2044849395752,9.52089595794678,9.89827919006348,9.89827919006348,9.89827919006348,9.6079158782959,9.6079158782959,9.6079158782959,9.26479148864746,9.26479148864746,8.57207202911377,8.57207202911377,8.70220756530762,8.70220756530762,8.70220756530762,9.01102066040039,9.01102066040039,9.01102066040039,8.96104335784912,9.12911701202393,9.49110889434814,9.89827919006348,9.89827919006348,9.89827919006348,9.6079158782959,9.6079158782959,9.6079158782959,9.26479148864746,9.26479148864746,8.57207202911377,8.57207202911377,8.70220756530762,8.70220756530762,8.70220756530762,9.01102066040039,9.01102066040039,9.01102066040039,8.87852382659912,9.03190612792969,9.34718132019043,9.89827919006348,9.89827919006348,9.89827919006348,9.6079158782959,9.6079158782959,9.6079158782959,9.26479148864746,9.26479148864746,8.24032402038574,8.24032402038574,8.33819580078125,8.33819580078125,8.33819580078125,8.54561614990234,8.54561614990234,8.54561614990234,8.84218215942383,8.84218215942383,8.84218215942383,9.06172943115234,9.06172943115234,9.06172943115234,9.21476936340332,9.21476936340332,9.21476936340332,9.26444721221924,9.22873687744141,8.24032402038574,8.24032402038574,8.33819580078125,8.33819580078125,8.33819580078125,8.54561614990234,8.54561614990234,8.54561614990234,8.84218215942383,8.84218215942383,8.84218215942383,9.06172943115234,9.06172943115234,9.06172943115234,9.21476936340332,9.21476936340332,9.21476936340332,9.18544006347656,9.18815803527832
2,2,12.0,7.9455361366272,7.9455361366272,7.94170570373535,7.94170570373535,7.94170570373535,7.77884006500244,7.77884006500244,7.77884006500244,7.66616630554199,7.66616630554199,7.66616630554199,7.60473012924194,7.60473012924194,7.60473012924194,7.6727237701416,7.6727237701416,7.6727237701416,7.74032497406006,7.74032497406006,7.9455361366272,7.9455361366272,7.94170570373535,7.94170570373535,7.94170570373535,7.77884006500244,7.77884006500244,7.77884006500244,7.66616630554199,7.66616630554199,7.66616630554199,7.60473012924194,7.60473012924194,7.60473012924194,7.6727237701416,7.6727237701416,7.6727237701416,7.74032497406006,7.74032497406006,7.9455361366272,7.9455361366272,7.94170570373535,7.94170570373535,7.94170570373535,7.77884006500244,7.77884006500244,7.77884006500244,7.66616630554199,7.66616630554199,7.66616630554199,7.60473012924194,7.60473012924194,7.60473012924194,7.6727237701416,7.6727237701416,7.6727237701416,7.74032497406006,7.74032497406006,7.81617307662964,7.81617307662964,7.7190375328064,7.7190375328064,7.7190375328064,7.64770889282227,7.64770889282227,7.64770889282227,7.6359748840332,7.6359748840332,7.6359748840332,7.6282525062561,7.6282525062561,7.6282525062561,7.66989517211914,7.66989517211914,7.66989517211914,7.64257287979126,7.64257287979126,7.81617307662964,7.81617307662964,7.7190375328064,7.7190375328064,7.7190375328064,7.64770889282227,7.64770889282227,7.64770889282227,7.6359748840332,7.6359748840332,7.6359748840332,7.6282525062561,7.6282525062561,7.6282525062561,7.66989517211914,7.66989517211914,7.66989517211914,7.64257287979126,7.64257287979126,7.81617307662964,7.81617307662964,7.7190375328064,7.7190375328064,7.7190375328064,7.64770889282227,7.64770889282227,7.64770889282227,7.6359748840332,7.6359748840332,7.6359748840332,7.6282525062561,7.6282525062561,7.6282525062561,7.66989517211914,7.66989517211914,7.66989517211914,7.64257287979126,7.64257287979126,7.66847896575928,7.66847896575928,7.61311006546021,7.61311006546021,7.61311006546021,7.60963916778564,7.60963916778564,7.60963916778564,7.63407135009766,7.63407135009766,7.63407135009766,7.69333696365356,7.69333696365356,7.69333696365356,7.69976615905762,7.69976615905762,7.69976615905762,7.57031631469727,7.57031631469727,7.66847896575928,7.66847896575928,7.61311006546021,7.61311006546021,7.61311006546021,7.60963916778564,7.60963916778564,7.60963916778564,7.63407135009766,7.63407135009766,7.63407135009766,7.69333696365356,7.69333696365356,7.69333696365356,7.69976615905762,7.69976615905762,7.69976615905762,7.57031631469727,7.57031631469727,7.60949039459229,7.60949039459229,7.59487247467041,7.59487247467041,7.59487247467041,7.57768821716309,7.57768821716309,7.57768821716309,7.63816070556641,7.63816070556641,7.63816070556641,7.80832099914551,7.80832099914551,7.80832099914551,7.83354377746582,7.83354377746582,7.83354377746582,7.61250734329224,7.61250734329224,7.60949039459229,7.60949039459229,7.59487247467041,7.59487247467041,7.59487247467041,7.57768821716309,7.57768821716309,7.57768821716309,7.63816070556641,7.63816070556641,7.63816070556641,7.80832099914551,7.80832099914551,7.80832099914551,7.83354377746582,7.83354377746582,7.83354377746582,7.61250734329224,7.61250734329224,7.60949039459229,7.60949039459229,7.59487247467041,7.59487247467041,7.59487247467041,7.57768821716309,7.57768821716309,7.57768821716309,7.63816070556641,7.63816070556641,7.63816070556641,7.80832099914551,7.80832099914551,7.80832099914551,7.83354377746582,7.83354377746582,7.83354377746582,7.61250734329224,7.61250734329224,7.60034227371216,7.60034227371216,7.59455013275146,7.59455013275146,7.59455013275146,7.5674033164978,7.5674033164978,7.5674033164978,7.55273246765137,7.55273246765137,7.55273246765137,7.60820293426514,7.60820293426514,7.60820293426514,7.63719749450684,7.63719749450684,7.63719749450684,7.50102710723877,7.50102710723877,7.60034227371216,7.60034227371216,7.59455013275146,7.59455013275146,7.59455013275146,7.5674033164978,7.5674033164978,7.5674033164978,7.55273246765137,7.55273246765137,7.55273246765137,7.60820293426514,7.60820293426514,7.60820293426514,7.63719749450684,7.63719749450684,7.63719749450684,7.50102710723877,7.50102710723877
3,2,12.5,9.16917037963867,9.16917037963867,9.35275173187256,9.35275173187256,9.35275173187256,9.29834842681885,9.29834842681885,9.29834842681885,9.30202579498291,9.29726123809814,9.28304862976074,9.26883602142334,9.24481201171875,9.21097660064697,9.17714214324951,9.14420032501221,9.11215114593506,9.08010196685791,9.05148315429688,9.16917037963867,9.16917037963867,9.35275173187256,9.35275173187256,9.35275173187256,9.29834842681885,9.29834842681885,9.29834842681885,9.30581760406494,9.30687713623047,9.31483173370361,9.32278633117676,9.30398750305176,9.25843524932861,9.21288394927979,9.17107963562012,9.13302326202393,9.09496593475342,9.06197929382324,9.16917037963867,9.16917037963867,9.35275173187256,9.35275173187256,9.35275173187256,9.29834842681885,9.29834842681885,9.29834842681885,9.22649574279785,9.25180244445801,9.31165218353271,9.37150192260742,9.37093067169189,9.30993938446045,9.248948097229,9.19602680206299,9.1511754989624,9.10632419586182,9.06865310668945,8.57600021362305,8.57600021362305,8.70838069915771,8.70838069915771,8.70838069915771,9.09226417541504,9.09226417541504,9.09226417541504,9.14717388153076,9.19672679901123,9.30847263336182,9.42021751403809,9.43787479400635,9.36144351959229,9.28501224517822,9.22097396850586,9.1693286895752,9.11768245697021,9.07532596588135,8.57600021362305,8.57600021362305,8.70838069915771,8.70838069915771,8.70838069915771,9.09226417541504,9.09226417541504,9.09226417541504,9.17411994934082,9.2564811706543,9.37386131286621,9.49124145507812,9.50177764892578,9.4054708480835,9.30916309356689,9.23247146606445,9.17539501190186,9.11831760406494,9.07263851165771,8.57600021362305,8.57600021362305,8.70838069915771,8.70838069915771,8.70838069915771,9.09226417541504,9.09226417541504,9.09226417541504,9.30733585357666,9.43106365203857,9.50781917572021,9.58457374572754,9.56264114379883,9.4420223236084,9.32140254974365,9.23052024841309,9.16937446594238,9.10822868347168,9.06058883666992,8.21421241760254,8.21421241760254,8.33087158203125,8.33087158203125,8.33087158203125,8.80217170715332,8.80217170715332,8.80217170715332,9.692214012146,9.692214012146,9.692214012146,9.67790508270264,9.62350463867188,9.47857284545898,9.33364200592041,9.22856903076172,9.16335487365723,9.09814071655273,9.04853916168213,8.21421241760254,8.21421241760254,8.33087158203125,8.33087158203125,8.33087158203125,8.80217170715332,8.80217170715332,8.80217170715332,9.692214012146,9.692214012146,9.692214012146,9.62818241119385,9.56595325469971,9.42663097381592,9.28730869293213,9.18757820129395,9.12743854522705,9.06729888916016,9.02185440063477,8.11319446563721,8.11319446563721,8.14964199066162,8.14964199066162,8.14964199066162,8.39816474914551,8.39816474914551,8.39816474914551,9.22378730773926,9.22378730773926,9.22378730773926,9.43540477752686,9.38998699188232,9.28619575500488,9.18240547180176,9.10754871368408,9.06162643432617,9.01570510864258,8.98053359985352,8.11319446563721,8.11319446563721,8.14964199066162,8.14964199066162,8.14964199066162,8.39816474914551,8.39816474914551,8.39816474914551,9.22378730773926,9.22378730773926,9.22378730773926,9.24262809753418,9.21402168273926,9.14576148986816,9.07750129699707,9.02751922607422,8.99581527709961,8.964111328125,8.93921375274658,8.11319446563721,8.11319446563721,8.14964199066162,8.14964199066162,8.14964199066162,8.39816474914551,8.39816474914551,8.39816474914551,9.22378730773926,9.22378730773926,9.22378730773926,9.00308227539062,8.99859428405762,8.97661972045898,8.95464611053467,8.93622970581055,8.9213695526123,8.90651035308838,8.89360237121582,8.06569671630859,8.06569671630859,8.07261371612549,8.07261371612549,8.07261371612549,8.14729499816895,8.14729499816895,8.14729499816895,8.46605682373047,8.46605682373047,8.46605682373047,8.71676826477051,8.7437047958374,8.77877235412598,8.81384086608887,8.83368110656738,8.83829212188721,8.84290313720703,8.84369945526123,8.06569671630859,8.06569671630859,8.07261371612549,8.07261371612549,8.07261371612549,8.14729499816895,8.14729499816895,8.14729499816895,8.46605682373047,8.46605682373047,8.46605682373047,8.43045425415039,8.48881530761719,8.58092594146729,8.67303562164307,8.7311315536499,8.75521373748779,8.77929592132568,8.79379749298096
4,2,13.0,8.14191722869873,8.14191722869873,8.1466007232666,8.1466007232666,8.1466007232666,7.83184099197388,7.83184099197388,7.83184099197388,7.69926071166992,7.69926071166992,7.69926071166992,7.67317295074463,7.67317295074463,7.67317295074463,7.7722020149231,7.7722020149231,7.7722020149231,7.95559120178223,7.95559120178223,8.14191722869873,8.14191722869873,8.1466007232666,8.1466007232666,8.1466007232666,7.83184099197388,7.83184099197388,7.83184099197388,7.69926071166992,7.69926071166992,7.69926071166992,7.67317295074463,7.67317295074463,7.67317295074463,7.7722020149231,7.7722020149231,7.7722020149231,7.95559120178223,7.95559120178223,8.14191722869873,8.14191722869873,8.1466007232666,8.1466007232666,8.1466007232666,7.83184099197388,7.83184099197388,7.83184099197388,7.69926071166992,7.69926071166992,7.69926071166992,7.67317295074463,7.67317295074463,7.67317295074463,7.7722020149231,7.7722020149231,7.7722020149231,7.95559120178223,7.95559120178223,7.87495040893555,7.87495040893555,7.80755519866943,7.80755519866943,7.80755519866943,7.7037205696106,7.7037205696106,7.7037205696106,7.71394920349121,7.71394920349121,7.71394920349121,7.71106815338135,7.71106815338135,7.71106815338135,7.74455833435059,7.74455833435059,7.74455833435059,7.77248239517212,7.77248239517212,7.87495040893555,7.87495040893555,7.80755519866943,7.80755519866943,7.80755519866943,7.7037205696106,7.7037205696106,7.7037205696106,7.71394920349121,7.71394920349121,7.71394920349121,7.71106815338135,7.71106815338135,7.71106815338135,7.74455833435059,7.74455833435059,7.74455833435059,7.77248239517212,7.77248239517212,7.87495040893555,7.87495040893555,7.80755519866943,7.80755519866943,7.80755519866943,7.7037205696106,7.7037205696106,7.7037205696106,7.71394920349121,7.71394920349121,7.71394920349121,7.71106815338135,7.71106815338135,7.71106815338135,7.74455833435059,7.74455833435059,7.74455833435059,7.77248239517212,7.77248239517212,7.65041303634644,7.65041303634644,7.61247873306274,7.61247873306274,7.61247873306274,7.63028764724731,7.63028764724731,7.63028764724731,7.68216133117676,7.68216133117676,7.68216133117676,7.7688684463501,7.7688684463501,7.7688684463501,7.7916431427002,7.7916431427002,7.7916431427002,7.70655059814453,7.70655059814453,7.65041303634644,7.65041303634644,7.61247873306274,7.61247873306274,7.61247873306274,7.63028764724731,7.63028764724731,7.63028764724731,7.68216133117676,7.68216133117676,7.68216133117676,7.7688684463501,7.7688684463501,7.7688684463501,7.7916431427002,7.7916431427002,7.7916431427002,7.70655059814453,7.70655059814453,7.57276630401611,7.57276630401611,7.54916572570801,7.54916572570801,7.54916572570801,7.56921148300171,7.56921148300171,7.56921148300171,7.69027757644653,7.69027757644653,7.69027757644653,7.92623615264893,7.92623615264893,7.92623615264893,8.02012920379639,8.02012920379639,8.02012920379639,7.88018989562988,7.85417938232422,7.57276630401611,7.57276630401611,7.54916572570801,7.54916572570801,7.54916572570801,7.56921148300171,7.56921148300171,7.56921148300171,7.69027757644653,7.69027757644653,7.69027757644653,7.92623615264893,7.92623615264893,7.92623615264893,8.02012920379639,8.02012920379639,8.02012920379639,7.99693298339844,7.96420240402222,7.57276630401611,7.57276630401611,7.54916572570801,7.54916572570801,7.54916572570801,7.56921148300171,7.56921148300171,7.56921148300171,7.69027757644653,7.69027757644653,7.69027757644653,7.92623615264893,7.92623615264893,7.92623615264893,8.02012920379639,8.02012920379639,8.02012920379639,8.05734920501709,8.02360343933105,7.56156253814697,7.56156253814697,7.52526950836182,7.52526950836182,7.52526950836182,7.52665853500366,7.52665853500366,7.52665853500366,7.59613609313965,7.59613609313965,7.59613609313965,7.78711557388306,7.78711557388306,7.78711557388306,8.06879425048828,8.06879425048828,8.06879425048828,8.06143760681152,8.03238105773926,7.56156253814697,7.56156253814697,7.52526950836182,7.52526950836182,7.52526950836182,7.52665853500366,7.52665853500366,7.52665853500366,7.59613609313965,7.59613609313965,7.59613609313965,7.78711557388306,7.78711557388306,7.78711557388306,8.06879425048828,8.06879425048828,8.06879425048828,8.06552600860596,8.04115867614746
5,2,13.5,8.22122764587402,8.22122764587402,8.15849685668945,8.15849685668945,8.15849685668945,7.80955266952515,7.80955266952515,7.80955266952515,7.62125110626221,7.62125110626221,7.62125110626221,7.62660598754883,7.62660598754883,7.62660598754883,7.74570608139038,7.74570608139038,7.74570608139038,7.90500736236572,7.90500736236572,8.22122764587402,8.22122764587402,8.15849685668945,8.15849685668945,8.15849685668945,7.80955266952515,7.80955266952515,7.80955266952515,7.62125110626221,7.62125110626221,7.62125110626221,7.62660598754883,7.62660598754883,7.62660598754883,7.74570608139038,7.74570608139038,7.74570608139038,7.90500736236572,7.90500736236572,8.22122764587402,8.22122764587402,8.15849685668945,8.15849685668945,8.15849685668945,7.80955266952515,7.80955266952515,7.80955266952515,7.62125110626221,7.62125110626221,7.62125110626221,7.62660598754883,7.62660598754883,7.62660598754883,7.74570608139038,7.74570608139038,7.74570608139038,7.90500736236572,7.90500736236572,7.94171619415283,7.94171619415283,7.84376335144043,7.84376335144043,7.84376335144043,7.72152519226074,7.72152519226074,7.72152519226074,7.65989685058594,7.65989685058594,7.65989685058594,7.72185230255127,7.72185230255127,7.72185230255127,7.77117204666138,7.77117204666138,7.77117204666138,7.77401351928711,7.77401351928711,7.94171619415283,7.94171619415283,7.84376335144043,7.84376335144043,7.84376335144043,7.72152519226074,7.72152519226074,7.72152519226074,7.65989685058594,7.65989685058594,7.65989685058594,7.72185230255127,7.72185230255127,7.72185230255127,7.77117204666138,7.77117204666138,7.77117204666138,7.77401351928711,7.77401351928711,7.94171619415283,7.94171619415283,7.84376335144043,7.84376335144043,7.84376335144043,7.72152519226074,7.72152519226074,7.72152519226074,7.65989685058594,7.65989685058594,7.65989685058594,7.72185230255127,7.72185230255127,7.72185230255127,7.77117204666138,7.77117204666138,7.77117204666138,7.77401351928711,7.77401351928711,7.63527774810791,7.63527774810791,7.62980890274048,7.62980890274048,7.62980890274048,7.65381479263306,7.65381479263306,7.65381479263306,7.68044853210449,7.68044853210449,7.68044853210449,7.87532901763916,7.87532901763916,7.87532901763916,7.88712024688721,7.88712024688721,7.88712024688721,7.73798084259033,7.73798084259033,7.63527774810791,7.63527774810791,7.62980890274048,7.62980890274048,7.62980890274048,7.65381479263306,7.65381479263306,7.65381479263306,7.68044853210449,7.68044853210449,7.68044853210449,7.87532901763916,7.87532901763916,7.87532901763916,7.88712024688721,7.88712024688721,7.88712024688721,7.73798084259033,7.73798084259033,7.5191011428833,7.5191011428833,7.52465724945068,7.52465724945068,7.52465724945068,7.56892108917236,7.56892108917236,7.56892108917236,7.71339225769043,7.71339225769043,7.71339225769043,8.06785011291504,8.06785011291504,8.06785011291504,8.09249687194824,8.09249687194824,8.09249687194824,7.93105459213257,7.93105459213257,7.5191011428833,7.5191011428833,7.52465724945068,7.52465724945068,7.52465724945068,7.56892108917236,7.56892108917236,7.56892108917236,7.71339225769043,7.71339225769043,7.71339225769043,8.06785011291504,8.06785011291504,8.06785011291504,8.09249687194824,8.09249687194824,8.09249687194824,7.93105459213257,7.93105459213257,7.5191011428833,7.5191011428833,7.52465724945068,7.52465724945068,7.52465724945068,7.56892108917236,7.56892108917236,7.56892108917236,7.71339225769043,7.71339225769043,7.71339225769043,8.06785011291504,8.06785011291504,8.06785011291504,8.09249687194824,8.09249687194824,8.09249687194824,7.93105459213257,7.93105459213257,7.53817081451416,7.53817081451416,7.52453422546387,7.52453422546387,7.52453422546387,7.54506301879883,7.54506301879883,7.54506301879883,7.5945782661438,7.5945782661438,7.5945782661438,7.79002141952515,7.79002141952515,7.79002141952515,8.11710834503174,8.11710834503174,8.11710834503174,8.04976654052734,8.00908470153809,7.53817081451416,7.53817081451416,7.52453422546387,7.52453422546387,7.52453422546387,7.54506301879883,7.54506301879883,7.54506301879883,7.5945782661438,7.5945782661438,7.5945782661438,7.79002141952515,7.79002141952515,7.79002141952515,8.11710834503174,8.11710834503174,8.11710834503174,8.07883358001709,8.04366683959961
6,2,14.0,8.11908626556396,8.11908626556396,8.42256641387939,8.42256641387939,8.42256641387939,8.16050243377686,8.16050243377686,8.16050243377686,7.99914693832397,7.99914693832397,7.99914693832397,8.0075626373291,8.0075626373291,8.0075626373291,8.10607051849365,8.10607051849365,8.10607051849365,8.3089017868042,8.3089017868042,8.11908626556396,8.11908626556396,8.42256641387939,8.42256641387939,8.42256641387939,8.16050243377686,8.16050243377686,8.16050243377686,7.99914693832397,7.99914693832397,7.99914693832397,8.0075626373291,8.0075626373291,8.0075626373291,8.10607051849365,8.10607051849365,8.10607051849365,8.3089017868042,8.3089017868042,8.11908626556396,8.11908626556396,8.42256641387939,8.42256641387939,8.42256641387939,8.16050243377686,8.16050243377686,8.16050243377686,7.99914693832397,7.99914693832397,7.99914693832397,8.0075626373291,8.0075626373291,8.0075626373291,8.10607051849365,8.10607051849365,8.10607051849365,8.3089017868042,8.3089017868042,8.10359001159668,8.10359001159668,8.17285537719727,8.17285537719727,8.17285537719727,8.07008934020996,8.07008934020996,8.07008934020996,8.00978851318359,8.00978851318359,8.00978851318359,8.02380561828613,8.02380561828613,8.02380561828613,8.04666900634766,8.04666900634766,8.04666900634766,8.08497428894043,8.08497428894043,8.10359001159668,8.10359001159668,8.17285537719727,8.17285537719727,8.17285537719727,8.07008934020996,8.07008934020996,8.07008934020996,8.00978851318359,8.00978851318359,8.00978851318359,8.02380561828613,8.02380561828613,8.02380561828613,8.04666900634766,8.04666900634766,8.04666900634766,8.08497428894043,8.08497428894043,8.10359001159668,8.10359001159668,8.17285537719727,8.17285537719727,8.17285537719727,8.07008934020996,8.07008934020996,8.07008934020996,8.00978851318359,8.00978851318359,8.00978851318359,8.02380561828613,8.02380561828613,8.02380561828613,8.04666900634766,8.04666900634766,8.04666900634766,8.08497428894043,8.08497428894043,8.06461238861084,8.06461238861084,8.07942867279053,8.07942867279053,8.07942867279053,8.06019496917725,8.06019496917725,8.06019496917725,8.05461883544922,8.05461883544922,8.05461883544922,8.19238185882568,8.19238185882568,8.19238185882568,8.2480297088623,8.2480297088623,8.2480297088623,8.06941699981689,8.06941699981689,8.06461238861084,8.06461238861084,8.07942867279053,8.07942867279053,8.07942867279053,8.06019496917725,8.06019496917725,8.06019496917725,8.05461883544922,8.05461883544922,8.05461883544922,8.19238185882568,8.19238185882568,8.19238185882568,8.2480297088623,8.2480297088623,8.2480297088623,8.06941699981689,8.06941699981689,8.07078647613525,8.07078647613525,8.08452415466309,8.08452415466309,8.08452415466309,8.06432914733887,8.06432914733887,8.06432914733887,8.15947437286377,8.15947437286377,8.15947437286377,8.54918956756592,8.54918956756592,8.54918956756592,8.76308250427246,8.76308250427246,8.76308250427246,8.3071231842041,8.3071231842041,8.07078647613525,8.07078647613525,8.08452415466309,8.08452415466309,8.08452415466309,8.06432914733887,8.06432914733887,8.06432914733887,8.15947437286377,8.15947437286377,8.15947437286377,8.54918956756592,8.54918956756592,8.54918956756592,8.76308250427246,8.76308250427246,8.76308250427246,8.3071231842041,8.3071231842041,8.07078647613525,8.07078647613525,8.08452415466309,8.08452415466309,8.08452415466309,8.06432914733887,8.06432914733887,8.06432914733887,8.15947437286377,8.15947437286377,8.15947437286377,8.54918956756592,8.54918956756592,8.54918956756592,8.76308250427246,8.76308250427246,8.76308250427246,8.3071231842041,8.3071231842041,8.08697032928467,8.08697032928467,8.05895709991455,8.05895709991455,8.05895709991455,8.00792598724365,8.00792598724365,8.00792598724365,8.03663063049316,8.03663063049316,8.03663063049316,8.29717636108398,8.29717636108398,8.29717636108398,8.6054801940918,8.6054801940918,8.6054801940918,8.24730491638184,8.24730491638184,8.08697032928467,8.08697032928467,8.05895709991455,8.05895709991455,8.05895709991455,8.00792598724365,8.00792598724365,8.00792598724365,8.03663063049316,8.03663063049316,8.03663063049316,8.29717636108398,8.29717636108398,8.29717636108398,8.6054801940918,8.6054801940918,8.6054801940918,8.24730491638184,8.24730491638184
