fid,,1
1,,0.0844228640198708
2,,0.081598065793514293
3,,0.080333098769187899
4,,0.082288242876529694
5,,0.089242599904537201
6,,0.087552547454833998
7,,0.078205972909927396
8,,0.065952479839325007
9,,0.070553176105022403
10,,0.088944807648658794
11,,0.076904885470867199
12,,0.079684279859065996
13,,0.094894714653492002
14,,0.100151136517525
15,,0.091682933270931202
16,,0.094949319958686801
17,,0.10136467963457101
18,,0.104032650589943
19,,0.093817643821239499
20,,0.077758505940437303
21,,0.080341659486293807
22,,0.084698051214218098
23,,0.081662937998771695
24,,0.093409821391105693
25,,0.0839798748493195
26,,0.083006724715232794
27,,0.075683608651161194
28,,0.070381529629230499
29,,0.091029889881610898
30,,0.078731022775173201
31,,0.083026923239231096
32,,0.10411335527896901
33,,0.090563930571079296
34,,0.092693619430065197
35,,0.095004677772522
36,,0.102175362408161
37,,0.104727923870087
38,,0.0909883007407188
39,,0.081722393631935106
40,,0.079300887882709503
41,,0.081648014485836001
42,,0.0754702463746071
43,,0.085261628031730693
44,,0.085106402635574299
45,,0.077324621379375499
46,,0.0706647634506226
47,,0.080001339316368103
48,,0.0880459100008011
49,,0.091248571872711196
50,,0.100465476512909
51,,0.098346509039401994
52,,0.084707386791706099
53,,0.088266499340534196
54,,0.086036384105682401
55,,0.101493537425995
56,,0.107728853821754
57,,0.089502997696399703
58,,0.078008316457271604
59,,0.082514233887195601
60,,0.077282607555389404
61,,0.075573198497295394
62,,0.082433432340621907
63,,0.085827745497226701
64,,0.072527602314948994
65,,0.083183623850345598
66,,0.085311159491539001
67,,0.102237105369568
68,,0.11520196497440301
69,,0.123362518846989
70,,0.102740503847599
71,,0.110972546041012
72,,0.092352040112018599
73,,0.088474772870540605
74,,0.095488891005516094
75,,0.184589847922325
76,,0.086984314024448395
77,,0.079906530678272206
78,,0.0787000581622124
79,,0.083269141614437103
80,,0.085565529763698606
81,,0.086694374680519104
82,,0.083610415458679199
83,,0.077478133141994504
84,,0.0913054794073105
85,,0.093544736504554707
86,,0.109586246311665
87,,0.11946090310812001
88,,0.10476525127887699
89,,0.10565473139286
90,,0.096437655389308902
91,,0.097440175712108598
92,,0.097822040319442694
93,,0.092217966914176899
94,,0.0934729874134064
95,,0.385837912559509
96,,0.074175700545311002
97,,0.075159624218940693
98,,0.078997462987899794
99,,0.0855658203363419
100,,0.087447263300418895
101,,0.0857723504304886
102,,0.089309111237525898
103,,0.083134815096855205
104,,0.092482194304466206
105,,0.104661874473095
106,,0.0887748748064041
107,,0.0896167382597923
108,,0.10013595223426799
109,,0.093741878867149395
110,,0.093466468155384105
111,,0.089066393673419994
112,,0.092445805668830899
113,,0.094156108796596499
114,,0.10517591983079901
115,,0.093404538929462405
116,,0.077001422643661499
117,,0.086033158004283905
