day,time(IST),non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs,first_quart,median,third_quart,perc_90
01,11.5,676,0,258.075622558594,583.204345703125,325.128723144531,481.921718619984,481.921718619984,90.0634256592095,8111.42064147196,18.6883931932166,325779.081787109,325779.081787109,507.061,517.582,524.184,530.337
01,12.0,676,0,266.575408935547,611.611511230469,345.036102294922,495.505210786176,495.505210786176,101.754084685641,10353.8937502127,20.5354217212362,334961.522491455,334961.522491455,483.302,546.939,554.051,560.562
01,12.5,676,0,270.557525634766,622.300964355469,351.743438720703,500.45119119678,500.45119119678,110.433442790412,12195.5452865432,22.0667758880384,338305.005249023,338305.005249023,420.475,560.585,568.145,574.643
01,13.0,676,0,270.116485595703,615.127258300781,345.010772705078,483.403286815395,483.403286815395,109.921122527483,12082.6531777019,22.7390101651212,326780.621887207,326780.621887207,416.723,555.495,565.632,572.729
01,13.5,676,0,265.241638183594,590.531127929688,325.289489746094,479.502070139146,479.502070139146,102.597393179742,10526.2250872785,21.396652813192,324143.399414062,324143.399414062,406.849,540.772,549.053,555.432
01,14.0,676,0,255.818466186523,549.543701171875,293.725234985352,465.574188390427,465.574188390427,92.6643882612891,8586.68885183894,19.9032486276025,314728.151351929,314728.151351929,493.044,510.179,516.329,522.242
01,14.5,676,0,241.64421081543,504.275909423828,262.631698608398,427.443276602841,427.443276602841,80.8164382222892,6531.2966869371,18.9069386854293,288951.654983521,288951.654983521,453.962,463.32,468.881,474.04
01,15.0,676,0,222.4560546875,445.134063720703,222.678009033203,376.781809789895,376.781809789895,64.8760075321346,4208.89635330959,17.2184553092708,254704.503417969,254704.503417969,395.986,403.892,409.015,414.517
01,15.5,676,0,197.970016479492,373.742584228516,175.772567749023,313.491185792099,313.491185792099,50.2242061803097,2522.47088644226,16.0209308767033,211920.041595459,211920.041595459,327.123,334.156,339.092,344.742
02,11.5,676,0,258.439208984375,584.512390136719,326.073181152344,483.629339680869,483.629339680869,90.2045053697781,8136.85278900633,18.6515783821761,326933.433624268,326933.433624268,508.914,518.872,525.458,531.629
