non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs,first_quart,median,third_quart,perc_90
575,0,253.7626953125,644.980712890625,391.218017578125,524.535277205757,524.535277205757,66.8843014245826,4473.50977705442,12.7511540845986,301607.784393311,301607.784393311,537.672,554.729,561.44,569.261
